LINGUA;Inicial;Palavra;SIGNIFICADO;Número de registros
Português (Palavras com origem nativa);P;Peabiru;"Peabiru, na língua tupi, ""pe"" = caminho; ""abiru"" = gramado amassado.
Antigo caminho indígena unindo o Atlântico e o Pacífico, desdeSão Vicente, no estado de São Paulo até o Peru. Atravessava o estado de São Paulo e Paraná, Passava pelo Paraguai e depois Bolívia até chegar a Cusco, no Peru, onde viviam os Incas. Depois chegava até o Pacífico. No Brasil, o caminho tinha ramificações no Brasil que íam até a Ilha de SantaCcatarina, atual cidade de Florianópilis.";1
Português (Palavras com origem nativa);P;Pindá;"Anzol.
O anzol foi trazido pela primeira vez com os europeus em 1500. E logo que chegou virou objeto de desejo dos povos nativos. Em pouco tempo chegou até os Incas do Peru, transportado pelo Peabiru, antigo caminho indígena que unia o Atlântico e o Pacífico, desde Santa Catarina até o Peru.";1
Português (Palavras com origem nativa);P;Porã;Do Tupi-Gguarani porã (poranga) = bonito, bonita.;1
Português (Palavras com origem nativa);P;Peroba;"Do Tupi-Guarani  pê-roba = a casca amargosa.
Árvore apocináceas e bignoniáceas.";1
Português (Palavras com origem nativa);P;Paca;"Do Tupi Guarani paca = ficar alerta.
Mamífero comestível; caça de carne gostosa muito conhecida no Nordeste.";1
Português (Palavras com origem nativa);P;Perereca;"Do Tupi Guarani perereca = andar às tontas.
Designação comum para um tipo de anfíbio sem cauda, que vive nas árvores e possui ventosa nos dedos. Parece uma rã.";1
Português (Palavras com origem nativa);P;Pitu;"""Pitu"" é oriundo da língua tupi e significa ""casca escura"".
Chamado de ""Camarão-d'água-doce""', o pitu é maior que o camarão do mar, quase do tamanho de uma lagosta.
Na Carta do Descobrimento do Brasil, de Pero Vaz de Caminha, ""alguns índios foram buscar mariscos e apenas acharam alguns camarões grossos e curtos, entre os quais vinha um muito grande camarão e muito grosso, que em nenhum tempo o vi tamanho"".
Caminha estava onde hoje é o sul da Bahia.
Do Pará ao Rio Grande do Sul, o pitu vive em rio de água salobra, misturada com água do mar.
Tem gosto de camarão e está ameaçado de extinção.
No Rio São Francisco a pesca de pitu foi proibida por tempo indeterminado.
<a href=""http://kiteriacordeiro.blogspot.com.br/2011/11/pesca-de-pitu-esta-proibida.html""></a>

Tradicionalmente, são quatro preparos do pitu, as porções ao alho e óleo (foto) ou cozidos em água e sal,
e as moquecas e pituzadas que acompanham arroz, salada e pirão.Pitu também é uma marca de cachaça muito vendida no Nordeste.
Tão popular que virou sinônimo de cachaça.";1
Português (Palavras com origem nativa);P;Piraju;"Do Tupi-Guarani Pira = peixe; Ju = amarelo.
Piraju = Peixe amarelo.

Cidade e Município de São Paulo.";1
Português (Palavras com origem nativa);P;Piratini;"Do Tupi-Guarani pira = peixe; tinin = barulhento.
Município no estado do Rio Grande do Sul, área de índios guarani.
Piratini foi a sede da República Rio-Grandense, ou República Farroupilha. Em 1836, os chamados ""farrapos"" declararam independência do Brasil e instituíram uma república no Rio Grande do Sul. A República durou 10 anos e acabou reintegrada ao Império do Brasil.
Edifício onde foi a Presidência da República rio-grandense.
O município de Piratini foi desmembrado e Bagé tornou-se independente.
A atual sede do governo estadual do Rio Grande do Sul tem o nome de Palácio Piratini.
Palácio Piratini - Porto Alegre, RS
<a href=""http://pt.wikipedia.org/wiki/Parati"">Parati</a>";1
Português (Palavras com origem nativa);P;Piratininga;"Do Tupi-Guarani pira = peixe; tininga = seco.
Nome indígena do local onde hoje é a cidade de São Paulo. O rio Tietê era limpo e tinha muito peixe. Quando transbordava e depois voltava ao leito, a várzea (áreas ao largo do rio, onde hoje são os bairros do Bom Retiro, Brás, Mooca) ficava cheia de peixes ""encalhados"". Segundo o padre José de Anchieta, 
até 12 mil peixes ficavam ""secando ao sol"".
Esse suprimento gratuito de carne atraía moradores para o local. Em 1554, quando Anchieta chegou, Piratininga era um complexo de 5 aldeias. O colégio jesuíta foi construído na aldeia de Tibiriçá, onde hoje é o Pátio do Colégio
O movimento artístico modernista, dos manifesto Pau-Brasil e Antropofágico, incentivava a valorização da cultura indígena e estimulou o uso de Piratininga como sinônimo de São Paulo.
Cidade e município de SP, zona de Bauru.
Fonte: Dicionário de Palavras Brasileiras de Origem Indígena - Clóvis Chiaradia";1
Português (Palavras com origem nativa);P;pacu;Pacu é o nome genérico dado à várias espécies de peixes da família dos Caracídeos. Ocorrem no pantanal matogrossense e nos rios das Bacias do Amazonas e do Prata.;1
Português (Palavras com origem nativa);P;Piaba;"Piaba = pele manchada, do tupi pi'awa.
Piaba, piava e piau designam vários tipos de peixes encontrados nos rios do Brasil.
O lambari é um tipo de piaba.
Pode-se encontrar as piavas em canais de rios e em cachoeiras. É um peixe que gosta de água corrente e límpida
A boca é pequena, mas possui dentes fortes e capazes de arrebentar anzóis fracos. Costuma nadar muito em busca de comida.
<a href=""http://pt.wikipedia.org/wiki/Piaba"">Piaba</a>

Integrada ao português, a palavra piaba ganhou novos significados:
- surra
<a href=""http://www.dicionarioinformal.com.br/piaba/>Piaba</a>

- chute forte, petardo (esport.)

- Coisa de pouca importância; pequena quantia (PE)";1
Português (Palavras com origem nativa);P;Piracanjuba;"Do tupi pirá = peixe, akanga = cabeça, îub = amarelo
Peixe de cabeça amarela.

Peixe migratório da bacia hidrográfica dos rios Paraná, Uruguai e Rio da Prata,3 (Brasil, Uruguai e Argentina - território de índios guarani)
No Brasil existe em rios do Mato Grosso do Sul,
São Paulo, Minas Gerais e Paraná.2
A construção de hidrelétricas no rio Paraná diminuiu o número de peixes e colocou a espécie em risco de extinção nos rios brasileiros.
O peixe deu nome ao
rio Piracanjuba, em Goiás,
no limite da bacia do Rio Paraná.
A  cidade de Piracanjuba, próxima ao rio, produz os Palheiros de Piracanjuba, um dos cigarros de palha mais consumidos no Brasil.";1
Português (Palavras com origem nativa);P;Piraguaçu;Do tupi guarani pirá-guaçu = peixe grande.;1
Português (Palavras com origem nativa);P;Pirambóia;Do Tupi Guarani Pirambóia significa ¨peixe cobra¨, pois sua aparência lembra este réptil.;1
Português (Palavras com origem nativa);P;Piranha;"Do Tupi-Guarani pirá-anhã = peixe diabo.
Peixe carnívoro da família dos caracídeos, conhecido pela sua voracidade.";1
Português (Palavras com origem nativa);P;Pirarucu;"Do tupi pirá = peixe; urucum = vermelho
<a href=""http://pt.wikipedia.org/wiki/Pirarucu""></a>
Sua carne pode ser preparada como bacalhau.
Uma lenda diz que Pirarucu era um jovem insolente.
Foi atingido por um raio e seu corpo, ainda vivo, foi levado para o rio Tocantins.";1
Português (Palavras com origem nativa);P;Paraibuna;Do tupi guarani pará-aíbauna = rio escuro e que não serve para navegar.;1
Português (Palavras com origem nativa);P;Paranaguá;"Do Tupi-Guarani paraná-guá = enseada do rio grande ou do mar.
Cidade e municípo do estado do Paraná, um dos principais portos de mar do Brasil. Povoado costeiro no município de Joinville, no estado de Santa Catarina.";1
Português (Palavras com origem nativa);P;Paranapanema;"Do Tupi-Guarani paranã-panema = rio tolo, de pouca correnteza.
Cidade município de SP e um dos rios mais importantes do interior do estado de São Paulo, fazendo a divisa física deste estado com o estado do Paraná.";1
Português (Palavras com origem nativa);P;Paranapiacaba;"Do tupi 
paranã  = mar
epiak = ver
aba = lugar

Paranapiacaba é um distrito do município de Santo André, no estado de São Paulo.
O nome refere-se a um ponto da Serra do Mar onde se pode avistar o mar.
Esta era a visão que tinham os índios Guaianás,  que passavam por ali, depois de subir a Serra do Mar rumo ao planalto.
A expansão do café foi um fator decisivo para a construção de uma Ferrovia ligando o interior paulista ao porto de Santos. O caminho escolhido foi o usado pelos índios. Ali surgiu a Vila de Paranapiacaba.
Os equipamentos ferroviários e a área natural de Paranapiacaba foram tombados pelo CONDEPHAAT - Conselho de Defesa do Patrimônio Histórico, Artístico e Turístico do Estado de São Paulo
fonte:
<a href=""http://pt.wikipedia.org/wiki/Paranapiacaba"">Paranapiacaba</a>
<a href=""www.cidadeshistoricas.art.br""></a>";1
Português (Palavras com origem nativa);P;Parati;"Do Tupi-Guarani pirati-i =rio das tainhas.
Um peixe semelhante à tainha. Cidade do litoral fluminense, famosa por seu passado histórico.";1
Português (Palavras com origem nativa);P;Peruíbe;"Peruíbe, segundo Silveira Bueno, é vocábulo indígena que significa ""no rio dos tubarões"". Do tupi iperu: tubarão; y: rio; e be ou pe: em. Consta, porém, de alguns documentos que esse nome estaria associado ao modo como José de Anchieta se referia ao lugar, chamando-o de Tapirema do Peru, por suas semelhanças com a região peruana, onde os jesuítas haviam enfrentado dificuldades no exercício da catequese.

Cidade no litoral do estado de São Paulo.";1
Português (Palavras com origem nativa);P;Piracicaba;"Do Tupi-Guarani - ¨lugar onde os peixes se juntam”.
Cidade do estado de São Paulo, situada às margens do rio de mesmo nome. Importante centro agrícola (cana) e industrial.";1
Português (Palavras com origem nativa);P;Paçoca;"Do Tupi Guarani paçoca = coisa pilada.
Doce de amendoim.";1
Português (Palavras com origem nativa);P;Pamonha;"O nome ""pamonha"" vem da palavra tupi pa'muñã, que significa ""pegajoso"".
Bolo de milho verde, leite de coco, manteiga, canela, erva doce, açúcar e cozido nas folhas do próprio milho.";1
Português (Palavras com origem nativa);P;Pipoca;"Do Tupi-Guarani pi(ra) = pele; poca = rebentar; a pele rebentada.
É o produto dos grãos de milho, estourados/arrebentados em panela, no calor do fogo (eles explodem, quando aquecidos).";1
Português (Palavras com origem nativa);P;Pirão;"Do Tupi-Guarani pirão = a papa grossa.
Papas mais ou menos espessas de farinha de mandioca para comer com cozido ou guisado com peixe, carne ou com assado.";1
Português (Palavras com origem nativa);P;Pururuca;"PURURUCA
que faz barulho
Do tupi-guarani, variação de pororoca.

Pele de porco desidratada e preparada. Frita em óleo vira um petisco crocante.
Leitão a pururuca é uma forma de preparar o porco assado.
A pele é conservada e depois parcialmente frita com óleo quente despejado em cima.";1
Português (Palavras com origem nativa);P;Pequi;"PEQUI = pele com espinhos
Do tupi py = pele + qui = espinho.

Fruto do cerrado
<a href=""http://www.agencia.cnptia.embrapa.br/gestor/especies_arboreas_brasileiras/arvore/CONT000fyu2dm8202wx5ok083drx4ieh3njg.html""></a>
""Para quem não conhece, é assim: uma casca verde, grossa e rançosa, que quando cortada longitudinalmente revela uma polpa amarelo-ouro, carnuda… cozida, é um acontecimento para os apreciadores da culinária do cerrado
<a href=""http://vegvisir.wordpress.com/2008/08/18/pequi/""></a>

O arroz de Pequi e o Frango com Pequi são típicos de Goiás.
Arroz com pequi
<a href=""http://tudogostoso.uol.com.br/receita/2763-arroz-com-pequi.html""></a>";1
Português (Palavras com origem nativa);P;Pitanga;"Do Tupi-Guarani  pi (ra) = pele; tanga =tenra; ""pele tenra"".
Fruto da pitangueira, sabor azedo adocicado, quando verde tem a coloração esverdeada, maduro apresenta-se de coloração alaranjado ou marrom escuro, seu tamanho é relativo ao da acerola, é saboreado ao natural e sua polpa é amarelada. Muito fácil de se encontrar nos jardins de residências da região do Cariri - Ceará.";1
Português (Palavras com origem nativa);P;pajé;"Do Tupi-Guarani pajé = profeta.
Pessoa encarregada de realizar rituais e cerimônias religiosas nas tribos indígenas.";1
Português (Palavras com origem nativa);P;Pereba;Do Tupi: pere`wa = ferida. Ferida cutânea.;1
Português (Palavras com origem nativa);P;Peteca;"Do Tupi-Guarani peteca = bater.
Nome dado a um artefato esportivo, utilizado no jogo também chamado ""Peteca"", de origem indígena-brasileira. A Peteca é constituída de uma base que concentra a maior parte de seu peso, geralmente feito de borracha, e uma extensão mais leve, geralmente feita de penas naturais ou sintéticas, com o objetivo de dar equilibrio ou orientar sua trajetória no ar quando arremessada.";1
Português (Palavras com origem nativa);P;Piracema;"Do Tupi-Guarani pirá-acema = a saída do peixe.
Movimento migratório dos peixes, no sentido contrário à correnteza do rio, com fins de reprodução. Ocorre na época das chuvas.";1
Português (Palavras com origem nativa);P;Pororoca;"Do Tupi-Guarani pororoca = estourar, rebentar.
A pororoca é considerada como a devolução da água doce despejada no mar pelo rio Amazonas. A pororoca provoca estrondo tal, que toda a floresta como prenúncio fica silenciosa aguardando a passagem imponente de suas ondas que podem alcançar altitude de até três metros a uma velocidade que pode variar de 15 a 30 milhas por hora.";1
Português (Palavras com origem nativa);P;Potiguar;Potiguar (potiguara) - indígena da região NE do Brasil.;1
Português (Palavras com origem nativa);P;Peri;"Peri - Sulco formado pelo escoamento  de águas em declive; 
Personagem  do romance O Guarani, de José de Alencar;
Lagoa na Ilha de Santa Catarina, em Florianópolis-SC.";1
Português (Palavras com origem nativa);P;para;O topônimo Pará tem origem na língua tupi e significa mar.;1
Português (Palavras com origem nativa);P;Paraíba;"Paraíba: paraiwa - rio ruim - rio que não se presta à navegação (imprestável) - (para - iba).
Estado do nordeste brasileiro. Rio que dá nome ao Vale do Paraíba nos estados de SP e RJ.";1
Português (Palavras com origem nativa);P;paraná;"Do Tupi-Guarani: pará + nã = semelhante ao mar.
Paraná é o nome de um estado e de um rio sul-americano, que nasce da confluência dos rios Grande e Paranaíba, entre os estados de São Paulo, Minas Gerais e Mato Grosso do Sul e tem 2.570 km. de extensão. Demarca a fronteira entre o Brasil e o Paraguai, em um trecho de 190 km., até a foz do rio Iguaçu; passando este, faz o limite natural entre a Argentina e o Paraguai.";1
